id,awayTeam,group,homeTeam,lastUpdated,matchday,referees,score,season,stage,status,utcDate,winner,homeTeamName,awayTeamName,corona,league,year
235183,"{'id': 673, 'name': 'SC Heerenveen'}",Regular Season,"{'id': 684, 'name': 'PEC Zwolle'}",2019-04-13T17:30:48Z,1.0,"[{'id': 43861, 'name': 'Dennis Higler', 'nationality': None}, {'id': 43860, 'name': 'Joost van Zuilen', 'nationality': None}, {'id': 14764, 'name': 'Johan Balder', 'nationality': None}, {'id': 56920, 'name': 'Stan Teuben', 'nationality': None}, {'id': 43899, 'name': 'Danny Makkelie', 'nationality': None}]","{'winner': 'AWAY_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 2, 'awayTeam': 3}, 'halfTime': {'homeTeam': 1, 'awayTeam': 3}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-10 18:00:00,AWAY_TEAM,PEC Zwolle,SC Heerenveen,pre,DED,2018
235184,"{'id': 671, 'name': 'Heracles Almelo'}",Regular Season,"{'id': 678, 'name': 'AFC Ajax'}",2019-04-13T17:30:48Z,1.0,"[{'id': 43858, 'name': 'Serdar Gözübüyük', 'nationality': None}, {'id': 43859, 'name': 'Dave Goossens', 'nationality': None}, {'id': 43901, 'name': 'Bas van Dongen', 'nationality': None}, {'id': 17117, 'name': 'Laurens Gerrets', 'nationality': None}, {'id': 15152, 'name': 'Pol van Boekel', 'nationality': None}]","{'winner': 'DRAW', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 1, 'awayTeam': 1}, 'halfTime': {'homeTeam': 0, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-11 16:30:00,DRAW,AFC Ajax,Heracles Almelo,pre,DED,2018
235185,"{'id': 668, 'name': 'VVV Venlo'}",Regular Season,"{'id': 672, 'name': 'Willem II Tilburg'}",2019-04-13T17:30:48Z,1.0,"[{'id': 17141, 'name': 'Rob Dieperink', 'nationality': None}, {'id': 56915, 'name': 'Richard Polman', 'nationality': None}, {'id': 56926, 'name': 'Patrick Langkamp', 'nationality': None}, {'id': 80087, 'name': 'J. van der Laan', 'nationality': None}, {'id': 43902, 'name': 'Kevin Blom', 'nationality': None}]","{'winner': 'AWAY_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 0, 'awayTeam': 1}, 'halfTime': {'homeTeam': 0, 'awayTeam': 1}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-11 16:30:00,AWAY_TEAM,Willem II Tilburg,VVV Venlo,pre,DED,2018
235186,"{'id': 676, 'name': 'FC Utrecht'}",Regular Season,"{'id': 674, 'name': 'PSV'}",2019-04-13T17:30:48Z,1.0,"[{'id': 56905, 'name': 'Bas Nijhuis', 'nationality': None}, {'id': 15153, 'name': 'Rob van de Ven', 'nationality': None}, {'id': 15154, 'name': 'Jan de Vries', 'nationality': None}, {'id': 56904, 'name': 'Edwin van de Graaf', 'nationality': None}, {'id': 43861, 'name': 'Dennis Higler', 'nationality': None}]","{'winner': 'HOME_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 4, 'awayTeam': 0}, 'halfTime': {'homeTeam': 1, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-11 18:45:00,HOME_TEAM,PSV,FC Utrecht,pre,DED,2018
235187,"{'id': 1920, 'name': 'Fortuna Sittard'}",Regular Season,"{'id': 670, 'name': 'SBV Excelsior'}",2019-04-13T17:30:48Z,1.0,"[{'id': 56902, 'name': 'Siemen Mulder', 'nationality': None}, {'id': 56907, 'name': 'Johan Hubers', 'nationality': None}, {'id': 56906, 'name': 'Cristian Dobre', 'nationality': None}, {'id': 80090, 'name': 'Marc Nagtegaal', 'nationality': None}, {'id': 9561, 'name': 'Allard Lindhout', 'nationality': None}]","{'winner': 'DRAW', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 1, 'awayTeam': 1}, 'halfTime': {'homeTeam': 1, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-11 18:45:00,DRAW,SBV Excelsior,Fortuna Sittard,pre,DED,2018
235188,"{'id': 1914, 'name': 'FC Emmen'}",Regular Season,"{'id': 680, 'name': 'ADO Den Haag'}",2019-04-13T17:30:48Z,1.0,"[{'id': 56908, 'name': 'Richard Martens', 'nationality': None}, {'id': 43718, 'name': 'Nicky Siebert', 'nationality': None}, {'id': 56913, 'name': 'Erik Kleinjan', 'nationality': None}, {'id': 17139, 'name': 'Clay Ruperti', 'nationality': None}, {'id': 56902, 'name': 'Siemen Mulder', 'nationality': None}]","{'winner': 'AWAY_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 1, 'awayTeam': 2}, 'halfTime': {'homeTeam': 0, 'awayTeam': 2}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-12 10:15:00,AWAY_TEAM,ADO Den Haag,FC Emmen,pre,DED,2018
235189,"{'id': 677, 'name': 'FC Groningen'}",Regular Season,"{'id': 679, 'name': 'SBV Vitesse'}",2019-04-13T17:30:48Z,1.0,"[{'id': 9561, 'name': 'Allard Lindhout', 'nationality': None}, {'id': 14765, 'name': 'Rens Bluemink', 'nationality': None}, {'id': 56903, 'name': 'Roy de Nas', 'nationality': None}, {'id': 80301, 'name': 'Luca Cantineau', 'nationality': None}, {'id': 43902, 'name': 'Kevin Blom', 'nationality': None}]","{'winner': 'HOME_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 5, 'awayTeam': 1}, 'halfTime': {'homeTeam': 2, 'awayTeam': 1}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-12 12:30:00,HOME_TEAM,SBV Vitesse,FC Groningen,pre,DED,2018
235190,"{'id': 675, 'name': 'Feyenoord Rotterdam'}",Regular Season,"{'id': 1913, 'name': 'VBV De Graafschap'}",2019-04-13T17:30:48Z,1.0,"[{'id': 15152, 'name': 'Pol van Boekel', 'nationality': None}, {'id': 9560, 'name': 'Erwin Zeinstra', 'nationality': None}, {'id': 43847, 'name': 'Charles Schaap', 'nationality': None}, {'id': 56910, 'name': 'Martin van den Kerkhof', 'nationality': None}, {'id': 56904, 'name': 'Edwin van de Graaf', 'nationality': None}]","{'winner': 'HOME_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 2, 'awayTeam': 0}, 'halfTime': {'homeTeam': 1, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-12 12:30:00,HOME_TEAM,VBV De Graafschap,Feyenoord Rotterdam,pre,DED,2018
235191,"{'id': 681, 'name': 'NAC Breda'}",Regular Season,"{'id': 682, 'name': 'AZ'}",2019-04-13T17:30:48Z,1.0,"[{'id': 43899, 'name': 'Danny Makkelie', 'nationality': None}, {'id': 43874, 'name': 'Mario Diks', 'nationality': None}, {'id': 56924, 'name': 'Rogier Honig', 'nationality': None}, {'id': 17127, 'name': 'Ingmar Oostrom', 'nationality': None}, {'id': 56912, 'name': 'Jeroen Manschot', 'nationality': None}]","{'winner': 'HOME_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 5, 'awayTeam': 0}, 'halfTime': {'homeTeam': 3, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-12 14:45:00,HOME_TEAM,AZ,NAC Breda,pre,DED,2018
235192,"{'id': 672, 'name': 'Willem II Tilburg'}",Regular Season,"{'id': 677, 'name': 'FC Groningen'}",2019-04-13T17:30:48Z,2.0,"[{'id': 56912, 'name': 'Jeroen Manschot', 'nationality': None}, {'id': 43717, 'name': 'Richard Brondijk', 'nationality': None}, {'id': 56916, 'name': 'Terry Hoekstra', 'nationality': None}, {'id': 56917, 'name': 'Erwin Blank', 'nationality': None}, {'id': 43858, 'name': 'Serdar Gözübüyük', 'nationality': None}]","{'winner': 'AWAY_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 0, 'awayTeam': 1}, 'halfTime': {'homeTeam': 0, 'awayTeam': 1}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-17 18:00:00,AWAY_TEAM,FC Groningen,Willem II Tilburg,pre,DED,2018
235193,"{'id': 1913, 'name': 'VBV De Graafschap'}",Regular Season,"{'id': 681, 'name': 'NAC Breda'}",2019-04-13T17:30:48Z,2.0,"[{'id': 43858, 'name': 'Serdar Gözübüyük', 'nationality': None}, {'id': 43859, 'name': 'Dave Goossens', 'nationality': None}, {'id': 43901, 'name': 'Bas van Dongen', 'nationality': None}, {'id': 17144, 'name': 'Edgar Bijl', 'nationality': None}, {'id': 43861, 'name': 'Dennis Higler', 'nationality': None}]","{'winner': 'HOME_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 3, 'awayTeam': 0}, 'halfTime': {'homeTeam': 1, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-18 16:30:00,HOME_TEAM,NAC Breda,VBV De Graafschap,pre,DED,2018
235194,"{'id': 678, 'name': 'AFC Ajax'}",Regular Season,"{'id': 668, 'name': 'VVV Venlo'}",2019-04-13T17:30:48Z,2.0,"[{'id': 43902, 'name': 'Kevin Blom', 'nationality': None}, {'id': 43847, 'name': 'Charles Schaap', 'nationality': None}, {'id': 56907, 'name': 'Johan Hubers', 'nationality': None}, {'id': 56925, 'name': 'Martin Perez', 'nationality': None}, {'id': 43716, 'name': 'Jochem Kamphuis', 'nationality': None}]","{'winner': 'AWAY_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 0, 'awayTeam': 1}, 'halfTime': {'homeTeam': 0, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-18 16:30:00,AWAY_TEAM,VVV Venlo,AFC Ajax,pre,DED,2018
235195,"{'id': 680, 'name': 'ADO Den Haag'}",Regular Season,"{'id': 671, 'name': 'Heracles Almelo'}",2019-04-13T17:30:48Z,2.0,"[{'id': 17136, 'name': 'Joey Kooij', 'nationality': None}, {'id': 56922, 'name': 'Peter Janson', 'nationality': None}, {'id': 56921, 'name': 'Mark Strijker', 'nationality': None}, {'id': 80087, 'name': 'J. van der Laan', 'nationality': None}, {'id': 56905, 'name': 'Bas Nijhuis', 'nationality': None}]","{'winner': 'HOME_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 4, 'awayTeam': 2}, 'halfTime': {'homeTeam': 3, 'awayTeam': 2}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-18 18:45:00,HOME_TEAM,Heracles Almelo,ADO Den Haag,pre,DED,2018
235196,"{'id': 674, 'name': 'PSV'}",Regular Season,"{'id': 1920, 'name': 'Fortuna Sittard'}",2019-04-13T17:30:48Z,2.0,"[{'id': 15152, 'name': 'Pol van Boekel', 'nationality': None}, {'id': 9559, 'name': 'Sander van Roekel', 'nationality': None}, {'id': 9560, 'name': 'Erwin Zeinstra', 'nationality': None}, {'id': 56920, 'name': 'Stan Teuben', 'nationality': None}, {'id': 43899, 'name': 'Danny Makkelie', 'nationality': None}]","{'winner': 'AWAY_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 1, 'awayTeam': 2}, 'halfTime': {'homeTeam': 0, 'awayTeam': 1}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-18 18:45:00,AWAY_TEAM,Fortuna Sittard,PSV,pre,DED,2018
235197,"{'id': 684, 'name': 'PEC Zwolle'}",Regular Season,"{'id': 676, 'name': 'FC Utrecht'}",2019-04-13T17:30:48Z,2.0,"[{'id': 56910, 'name': 'Martin van den Kerkhof', 'nationality': None}, {'id': 56915, 'name': 'Richard Polman', 'nationality': None}, {'id': 56926, 'name': 'Patrick Langkamp', 'nationality': None}, {'id': 80301, 'name': 'Luca Cantineau', 'nationality': None}, {'id': 14766, 'name': 'Christiaan Bax', 'nationality': None}]","{'winner': 'HOME_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 2, 'awayTeam': 0}, 'halfTime': {'homeTeam': 2, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-19 10:15:00,HOME_TEAM,FC Utrecht,PEC Zwolle,pre,DED,2018
235198,"{'id': 670, 'name': 'SBV Excelsior'}",Regular Season,"{'id': 675, 'name': 'Feyenoord Rotterdam'}",2019-04-13T17:30:48Z,2.0,"[{'id': 43899, 'name': 'Danny Makkelie', 'nationality': None}, {'id': 43874, 'name': 'Mario Diks', 'nationality': None}, {'id': 43900, 'name': 'Hessel Steegstra', 'nationality': None}, {'id': 17108, 'name': 'Christian Mulder', 'nationality': None}, {'id': 43902, 'name': 'Kevin Blom', 'nationality': None}]","{'winner': 'HOME_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 3, 'awayTeam': 0}, 'halfTime': {'homeTeam': 1, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-19 12:30:00,HOME_TEAM,Feyenoord Rotterdam,SBV Excelsior,pre,DED,2018
235199,"{'id': 682, 'name': 'AZ'}",Regular Season,"{'id': 1914, 'name': 'FC Emmen'}",2019-04-13T17:30:48Z,2.0,"[{'id': 9561, 'name': 'Allard Lindhout', 'nationality': None}, {'id': 14765, 'name': 'Rens Bluemink', 'nationality': None}, {'id': 56903, 'name': 'Roy de Nas', 'nationality': None}, {'id': 80090, 'name': 'Marc Nagtegaal', 'nationality': None}, {'id': 56904, 'name': 'Edwin van de Graaf', 'nationality': None}]","{'winner': 'AWAY_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 1, 'awayTeam': 4}, 'halfTime': {'homeTeam': 1, 'awayTeam': 3}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-19 12:30:00,AWAY_TEAM,FC Emmen,AZ,pre,DED,2018
235200,"{'id': 679, 'name': 'SBV Vitesse'}",Regular Season,"{'id': 673, 'name': 'SC Heerenveen'}",2019-04-13T17:30:48Z,2.0,"[{'id': 56902, 'name': 'Siemen Mulder', 'nationality': None}, {'id': 56924, 'name': 'Rogier Honig', 'nationality': None}, {'id': 56935, 'name': 'Frank Jansen', 'nationality': None}, {'id': 81350, 'name': 'Alex Bos', 'nationality': None}, {'id': 15152, 'name': 'Pol van Boekel', 'nationality': None}]","{'winner': 'DRAW', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 1, 'awayTeam': 1}, 'halfTime': {'homeTeam': 1, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-19 14:45:00,DRAW,SC Heerenveen,SBV Vitesse,pre,DED,2018
235201,"{'id': 1920, 'name': 'Fortuna Sittard'}",Regular Season,"{'id': 680, 'name': 'ADO Den Haag'}",2019-04-13T17:30:48Z,3.0,"[{'id': 43861, 'name': 'Dennis Higler', 'nationality': None}, {'id': 43860, 'name': 'Joost van Zuilen', 'nationality': None}, {'id': 43717, 'name': 'Richard Brondijk', 'nationality': None}, {'id': 81350, 'name': 'Alex Bos', 'nationality': None}, {'id': 14766, 'name': 'Christiaan Bax', 'nationality': None}]","{'winner': 'HOME_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 3, 'awayTeam': 1}, 'halfTime': {'homeTeam': 2, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-24 18:00:00,HOME_TEAM,ADO Den Haag,Fortuna Sittard,pre,DED,2018
235202,"{'id': 1914, 'name': 'FC Emmen'}",Regular Season,"{'id': 678, 'name': 'AFC Ajax'}",2019-04-13T17:30:48Z,3.0,"[{'id': 56905, 'name': 'Bas Nijhuis', 'nationality': None}, {'id': 15153, 'name': 'Rob van de Ven', 'nationality': None}, {'id': 15154, 'name': 'Jan de Vries', 'nationality': None}, {'id': 56904, 'name': 'Edwin van de Graaf', 'nationality': None}, {'id': 43858, 'name': 'Serdar Gözübüyük', 'nationality': None}]","{'winner': 'HOME_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 5, 'awayTeam': 0}, 'halfTime': {'homeTeam': 2, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-25 16:30:00,HOME_TEAM,AFC Ajax,FC Emmen,pre,DED,2018
235203,"{'id': 677, 'name': 'FC Groningen'}",Regular Season,"{'id': 1913, 'name': 'VBV De Graafschap'}",2019-04-13T17:30:48Z,3.0,"[{'id': 14766, 'name': 'Christiaan Bax', 'nationality': None}, {'id': 56935, 'name': 'Frank Jansen', 'nationality': None}, {'id': 56913, 'name': 'Erik Kleinjan', 'nationality': None}, {'id': 17127, 'name': 'Ingmar Oostrom', 'nationality': None}, {'id': 43902, 'name': 'Kevin Blom', 'nationality': None}]","{'winner': 'AWAY_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 0, 'awayTeam': 1}, 'halfTime': {'homeTeam': 0, 'awayTeam': 1}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-25 16:30:00,AWAY_TEAM,VBV De Graafschap,FC Groningen,pre,DED,2018
235204,"{'id': 670, 'name': 'SBV Excelsior'}",Regular Season,"{'id': 681, 'name': 'NAC Breda'}",2019-04-13T17:30:48Z,3.0,"[{'id': 56912, 'name': 'Jeroen Manschot', 'nationality': None}, {'id': 14764, 'name': 'Johan Balder', 'nationality': None}, {'id': 56915, 'name': 'Richard Polman', 'nationality': None}, {'id': 56920, 'name': 'Stan Teuben', 'nationality': None}, {'id': 43899, 'name': 'Danny Makkelie', 'nationality': None}]","{'winner': 'AWAY_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 0, 'awayTeam': 2}, 'halfTime': {'homeTeam': 0, 'awayTeam': 1}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-25 18:45:00,AWAY_TEAM,NAC Breda,SBV Excelsior,pre,DED,2018
235205,"{'id': 674, 'name': 'PSV'}",Regular Season,"{'id': 684, 'name': 'PEC Zwolle'}",2019-04-13T17:30:48Z,3.0,"[{'id': 9558, 'name': 'Björn Kuipers', 'nationality': None}, {'id': 9559, 'name': 'Sander van Roekel', 'nationality': None}, {'id': 9560, 'name': 'Erwin Zeinstra', 'nationality': None}, {'id': 56910, 'name': 'Martin van den Kerkhof', 'nationality': None}, {'id': 15152, 'name': 'Pol van Boekel', 'nationality': None}]","{'winner': 'AWAY_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 1, 'awayTeam': 2}, 'halfTime': {'homeTeam': 0, 'awayTeam': 1}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-25 18:45:00,AWAY_TEAM,PEC Zwolle,PSV,pre,DED,2018
235206,"{'id': 671, 'name': 'Heracles Almelo'}",Regular Season,"{'id': 672, 'name': 'Willem II Tilburg'}",2019-04-13T17:30:48Z,3.0,"[{'id': 56925, 'name': 'Martin Perez', 'nationality': None}, {'id': 56924, 'name': 'Rogier Honig', 'nationality': None}, {'id': 17109, 'name': 'Patrick Inia', 'nationality': None}, {'id': 80090, 'name': 'Marc Nagtegaal', 'nationality': None}, {'id': 56902, 'name': 'Siemen Mulder', 'nationality': None}]","{'winner': 'HOME_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 5, 'awayTeam': 0}, 'halfTime': {'homeTeam': 3, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-26 10:15:00,HOME_TEAM,Willem II Tilburg,Heracles Almelo,pre,DED,2018
235207,"{'id': 675, 'name': 'Feyenoord Rotterdam'}",Regular Season,"{'id': 673, 'name': 'SC Heerenveen'}",2019-04-13T17:30:48Z,3.0,"[{'id': 43716, 'name': 'Jochem Kamphuis', 'nationality': None}, {'id': 43718, 'name': 'Nicky Siebert', 'nationality': None}, {'id': 56906, 'name': 'Cristian Dobre', 'nationality': None}, {'id': 80087, 'name': 'J. van der Laan', 'nationality': None}, {'id': 9561, 'name': 'Allard Lindhout', 'nationality': None}]","{'winner': 'AWAY_TEAM', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 3, 'awayTeam': 5}, 'halfTime': {'homeTeam': 0, 'awayTeam': 3}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-26 12:30:00,AWAY_TEAM,SC Heerenveen,Feyenoord Rotterdam,pre,DED,2018
235208,"{'id': 668, 'name': 'VVV Venlo'}",Regular Season,"{'id': 676, 'name': 'FC Utrecht'}",2019-04-13T17:30:48Z,3.0,"[{'id': 43899, 'name': 'Danny Makkelie', 'nationality': None}, {'id': 43874, 'name': 'Mario Diks', 'nationality': None}, {'id': 43900, 'name': 'Hessel Steegstra', 'nationality': None}, {'id': 56917, 'name': 'Erwin Blank', 'nationality': None}, {'id': 56912, 'name': 'Jeroen Manschot', 'nationality': None}]","{'winner': 'DRAW', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 1, 'awayTeam': 1}, 'halfTime': {'homeTeam': 1, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-26 12:30:00,DRAW,FC Utrecht,VVV Venlo,pre,DED,2018
235209,"{'id': 679, 'name': 'SBV Vitesse'}",Regular Season,"{'id': 682, 'name': 'AZ'}",2019-04-13T17:30:48Z,3.0,"[{'id': 43858, 'name': 'Serdar Gözübüyük', 'nationality': None}, {'id': 43859, 'name': 'Dave Goossens', 'nationality': None}, {'id': 43901, 'name': 'Bas van Dongen', 'nationality': None}, {'id': 17139, 'name': 'Clay Ruperti', 'nationality': None}, {'id': 56905, 'name': 'Bas Nijhuis', 'nationality': None}]","{'winner': 'DRAW', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 0, 'awayTeam': 0}, 'halfTime': {'homeTeam': 0, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-26 14:45:00,DRAW,AZ,SBV Vitesse,pre,DED,2018
235210,"{'id': 1913, 'name': 'VBV De Graafschap'}",Regular Season,"{'id': 1914, 'name': 'FC Emmen'}",2019-04-13T17:30:48Z,4.0,"[{'id': 56910, 'name': 'Martin van den Kerkhof', 'nationality': None}, {'id': 14764, 'name': 'Johan Balder', 'nationality': None}, {'id': 56922, 'name': 'Peter Janson', 'nationality': None}, {'id': 56923, 'name': 'Van der Eijk', 'nationality': None}, {'id': 17141, 'name': 'Rob Dieperink', 'nationality': None}]","{'winner': 'DRAW', 'duration': 'REGULAR', 'fullTime': {'homeTeam': 1, 'awayTeam': 1}, 'halfTime': {'homeTeam': 0, 'awayTeam': 0}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 156, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': 34}",REGULAR_SEASON,FINISHED,2018-08-31 18:00:00,DRAW,FC Emmen,VBV De Graafschap,pre,DED,2018
